Season,TeamID,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEMss,OppOss,OppDss,AdjEMnc
2015,1246,+3.13,121.3,84.4,62.4,+.048,+3.13,108.7,100.1,+3.13
2011,1125,-1.05,112.6,94.1,68.4,-0.006,-1.05,100.5,105.2,-1.05
2002,1328,-0.44,114.9,88.9,66.5,+.043,-0.44,109.2,100.4,-0.44
2017,1297,-2.55,106.8,104.9,68,+.073,-2.55,102.9,106.3,-2.55
2006,1104,+1.60,112.8,100.3,63.4,+.005,+1.60,107.7,98.4,+1.60
2002,1242,+8.32,118.7,89.7,77.3,+.022,+8.32,110.5,99.9,+8.32
2006,1371,-1.81,106.5,97.4,65.7,+.086,-1.81,106,99.1,-1.81
2004,1338,-8.2,114.1,88.2,59.7,-0.028,-8.2,106.4,100.5,-8.2
2009,1110,+0.55,105.3,100.6,60.7,+.093,+0.55,97.6,104,+0.55
2010,1320,-1.58,109.6,90.8,58.9,+.034,-1.58,105.7,101.6,-1.58
2002,1277,+1.50,113,96.2,63.3,-0.026,+1.50,108.7,99,+1.50
2008,1155,+0.31,114,91.9,68,-0.044,+0.31,109.3,99.8,+0.31
2008,1181,+3.36,116.3,89.9,71.5,-0.006,+3.36,109.1,99,+3.36
2007,1424,+2.29,112.6,95.8,65.2,+.098,+2.29,109.1,103.5,+2.29
2011,1397,+6.45,108,95.6,66.1,-0.013,+6.45,108.6,99.6,+6.45
2009,1139,+6.15,110.3,94.5,62.8,-0.014,+6.15,103,100.5,+6.15
2008,1397,+7.64,116.2,94,70.7,+.110,+7.64,109.4,99.8,+7.64
2002,1361,+0.67,106.9,97.6,70,+.055,+0.67,106.9,101.3,+0.67
2014,1295,+5.32,115.5,103.7,62.3,+.089,+5.32,106.8,105.4,+5.32
2017,1452,-7.97,116.5,89.4,69.9,-0.043,-7.97,110.1,99.2,-7.97
2003,1246,+6.77,116.5,87.4,67.7,+.051,+6.77,108.6,97.4,+6.77
2009,1328,+0.46,118.3,93.7,66.6,+.018,+0.46,108.3,98.9,+0.46
2002,1231,+13.54,114,89.2,65.6,-0.049,+13.54,111.1,96.9,+13.54
2009,1163,-1.68,116,86.8,67.1,+.024,-1.68,109,98.6,-1.68
2011,1429,-2.4,111.2,91.8,62.4,+.033,-2.4,103.8,104.1,-2.4
2008,1243,-2.73,114.2,95.3,69.7,-0.049,-2.73,108,98.9,-2.73
2003,1140,+5.20,109.4,91.7,65.5,-0.031,+5.20,107.4,101.9,+5.20
2007,1310,-5.19,107.2,110,68.3,+.118,-5.19,101.3,107.5,-5.19
2016,1344,-3.13,110,95.5,68.4,+.062,-3.13,109.5,100.6,-3.13
2008,1314,+1.50,122.1,91.9,72.5,+.050,+1.50,108,97.8,+1.50
2003,1462,+4.84,113.8,94,67.7,+.018,+4.84,105,100.2,+4.84
2012,1196,-1.67,120.4,98,64.2,-0.043,-1.67,105.4,98.2,-1.67
2013,1211,+5.03,120.5,92.7,63.3,+.026,+5.03,105.4,101,+5.03
2003,1257,+5.99,115.8,93,72.5,-0.029,+5.99,105.3,98.4,+5.99
2014,1166,+1.31,124.2,102.5,63.6,+.024,+1.31,108.5,101,+1.31
2008,1129,-3.36,108.7,104.8,70.7,+.085,-3.36,103.3,105.9,-3.36
2015,1231,-5.96,119.8,106,66.6,-0.044,-5.96,107.8,100.9,-5.96
2008,1266,-6.37,115.3,93.1,66.6,-0.027,-6.37,107.9,99.3,-6.37
2003,1280,+21.53,107.4,85.8,64.8,-.060,+8.85,106.9,98.0,-2.62
2005,1137,+2.28,102.2,95.6,63.1,+.063,+2.28,101.4,103.7,+2.28
2012,1235,-4.08,113.9,97.2,65.8,-0.004,-4.08,107,99.8,-4.08
2012,1436,-1.55,105.3,100.1,61.9,-0.024,-1.55,99.1,104.6,-1.55
2013,1196,+4.09,117.2,86,61.9,-0.089,+4.09,105.6,98.6,+4.09
2014,1142,+10.19,103.6,104.4,58.8,-0.044,+10.19,107.4,105,+10.19
2006,1397,-0.74,116.6,97.2,71.1,+.012,-0.74,108,98.5,-0.74
2005,1449,+6.73,120.6,98.4,71.9,+.060,+6.73,107.5,98.9,+6.73
2005,1166,-1.69,114.3,100,63.1,-0.033,-1.69,104.9,100.4,-1.69
2010,1459,+4.23,104.6,94.4,63.5,-0.023,+4.23,102.2,103.8,+4.23
2009,1452,+2.11,115.1,90.9,63.7,-0.067,+2.11,108.9,98,+2.11
2008,1277,+0.59,115.8,94.7,63.3,+.032,+0.59,108.2,99.5,+0.59
2014,1257,-4.65,118.9,88.5,67.2,-0.045,-4.65,107,102.7,-4.65
2017,1276,-0.53,122.3,99.2,63.1,-0.025,-0.53,110.3,99.5,-0.53
2009,1199,+0.60,105.9,90.1,65.9,+.066,+0.60,109.2,99.2,+0.60
2008,1338,-1.69,116.5,96.6,63.9,+.027,-1.69,107.8,98.3,-1.69
2013,1107,-6.61,102.6,101.3,61.7,+.082,-6.61,98.6,103.8,-6.61
2002,1301,-5.56,113.2,94,67.5,+.012,-5.56,108.8,100.6,-5.56
2008,1437,-2.4,109.2,95,68.1,+.037,-2.4,108.9,99.8,-2.4
2006,1125,+5.97,107.1,107.8,69.1,+.024,+5.97,99.7,108.4,+5.97
2014,1272,+0.02,112.4,97.1,67.5,+.048,+0.02,108.3,101.1,+0.02
2006,1137,+7.18,105.7,93.1,61.8,+.092,+7.18,100.2,103.4,+7.18
2014,1181,+2.40,124.7,100.4,64.6,-0.035,+2.40,109.2,100.5,+2.40
2014,1173,-0.57,113.8,99.6,63.8,+.038,-0.57,107.7,101.4,-0.57
2007,1462,+3.40,117.3,99.2,66.2,-0.047,+3.40,106.5,103.6,+3.40
2003,1268,-5.28,110.9,88.9,71.5,-0.078,-5.28,106.6,98.4,-5.28
2012,1243,-3.29,109.8,92.3,66.5,-0.024,-3.29,107,99.1,-3.29
2004,1163,-2.05,117.8,89.5,68.2,+.012,-2.05,107.7,98.8,-2.05
2017,1343,+2.17,109,96.4,63.2,+.007,+2.17,103.9,105,+2.17
2014,1276,+0.62,123.9,100.5,61,+.047,+0.62,110.3,98.6,+0.62
2009,1320,+1.88,110.6,100.9,60.8,+.051,+1.88,104.7,101.6,+1.88
2014,1217,+0.98,112.9,95.3,64.1,+.020,+0.98,104.5,104.3,+0.98
2005,1356,+4.17,109.1,92.4,63.4,+.015,+4.17,106.7,100.6,+4.17
2005,1328,+0.09,114.4,91.8,65.4,-0.006,+0.09,107.5,99.8,+0.09
2009,1401,-4.3,113.1,98.1,63.9,+.053,-4.3,107.1,99.3,-4.3
2002,1280,-0.96,111.4,93.1,67.9,+.107,-0.96,106.9,98,-0.96
2009,1103,-1.83,102.9,96,64.8,-0.014,-1.83,100.9,102.5,-1.83
2015,1374,+0.99,113.1,95.6,63.1,-0.004,+0.99,105.3,102.8,+0.99
2014,1264,+3.46,107.2,97,67.7,-0.008,+3.46,105.6,105.8,+3.46
2016,1433,+0.95,112.1,95,69.6,-0.07,+0.95,107.3,103.5,+0.95
2010,1324,+10.65,107.5,104.3,69.5,+.173,+10.65,101.6,104.4,+10.65
2012,1314,+1.89,116.1,90.7,70.9,+.016,+1.89,107.2,99.8,+1.89
2007,1397,+1.81,115.9,97.6,71.3,+.035,+1.81,110.3,99.8,+1.81
2013,1103,+0.28,106.8,95.2,65.2,+.085,+0.28,102.4,102.7,+0.28
2008,1242,-1.41,120.9,85.7,66.8,+.012,-1.41,109.2,99.6,-1.41
2009,1429,-2.77,116.7,101.6,60,+.046,-2.77,103.2,103.6,-2.77
2014,1242,+9.47,119.3,94.7,66.6,-0.051,+9.47,112.2,100,+9.47
2015,1412,+3.40,104.9,101.9,64.7,+.025,+3.40,103.9,103.6,+3.40
2014,1184,-5.04,112.4,108.4,64.2,+.036,-5.04,104.1,109,-5.04
2003,1277,+3.19,110.1,89.9,63.6,-0.05,+3.19,107.3,97.2,+3.19
2011,1417,+0.26,108.7,95.1,65.5,+.033,+0.26,107.3,100.4,+0.26
2005,1437,-0.89,114.7,89.7,67,-0.054,-0.89,107.9,98.7,-0.89
2007,1181,+3.88,113.2,89.9,64.5,-0.074,+3.88,110.7,99.4,+3.88
2017,1411,+12.68,103.5,107.5,68.6,+.125,+12.68,100.2,108.7,+12.68
2003,1139,+1.83,115.4,99.3,58.6,+.073,+1.83,104.5,100.4,+1.83
2011,1207,+5.80,114.2,96.6,63.4,+.048,+5.80,110.2,97.7,+5.80
2017,1417,-4.66,124,100.4,72.6,+.021,-4.66,108,102.8,-4.66
2008,1165,-3.59,110.1,105.7,67.9,+.086,-3.59,99.1,106,-3.59
2006,1338,-6.92,112.4,90.6,64.6,-0.031,-6.92,108,100.1,-6.92
2003,1393,-3.63,114.4,91.1,71,+.083,-3.63,106.6,96.3,-3.63
2004,1350,+7.66,105.9,90.9,62.7,-0.06,+7.66,107.2,100.2,+7.66
2010,1143,+8.46,119.6,97.4,67.1,-0.043,+8.46,106.5,97.5,+8.46
2004,1197,+1.67,98.9,108.3,70.9,+.005,+1.67,96.9,106.7,+1.67
2011,1137,+1.56,105.8,99.2,64.5,+.068,+1.56,102.7,106.1,+1.56
2012,1455,+3.50,116.1,93.8,65.7,-0.017,+3.50,105.1,101.2,+3.50
2005,1277,-3.18,119.7,94,66.4,-0.013,-3.18,107,99.1,-3.18
2006,1163,-3.8,117.8,92.3,68.7,+.077,-3.8,107.4,98.4,-3.8
2017,1323,-3.85,118.1,98.4,67,+.024,-3.85,110.1,99.8,-3.85
2015,1318,+1.80,108.3,103.1,63.3,+.025,+1.80,104.5,105.7,+1.80
2008,1207,-2.72,115.2,89.7,60.5,+.029,-2.72,108.2,99.8,-2.72
2003,1112,+8.19,115.6,88.8,72.7,-0.007,+8.19,107.2,98.5,+8.19
2015,1417,+2.63,112.9,98.2,65.8,+.032,+2.63,107.9,99.5,+2.63
2003,1163,-3.47,111.6,92,71.2,+.005,-3.47,107.3,98.6,-3.47
2010,1246,-1.28,114.9,88.3,68.3,+.060,-1.28,106.5,99.5,-1.28
2008,1140,-4.23,107.4,91.7,67.8,+.027,-4.23,104.2,102.7,-4.23
2002,1443,+0.29,110.5,96,67.5,+.060,+0.29,103.3,103,+0.29
2015,1329,-1.65,111.8,96.8,63.3,-0.045,-1.65,108.2,97.8,-1.65
2012,1254,-2.27,108.7,107.9,73.4,+.117,-2.27,99.8,105,-2.27
2006,1331,+6.88,107.1,101.4,66.9,-0.035,+6.88,102.8,106.2,+6.88
2008,1124,-4.83,115.7,100.9,70.1,-0.028,-4.83,106.9,99.3,-4.83
2015,1458,+5.30,129,95.2,58.7,+.015,+5.30,109.8,98.8,+5.30
2014,1451,+6.69,106.4,107,62.9,-0.009,+6.69,103.3,110,+6.69
2012,1211,+1.05,113.1,94.7,64.8,-0.018,+1.05,104.9,102.8,+1.05
2014,1107,+0.91,102.9,103.9,61.6,+.002,+0.91,101.5,106.6,+0.91
2005,1335,+3.31,102.1,92.5,68.2,+.034,+3.31,101.8,103.5,+3.31
2015,1138,+0.81,111.3,99.4,68.3,+.001,+0.81,106,104.2,+0.81
2009,1288,+4.82,100.1,99.1,65.5,+.031,+4.82,98.2,105.7,+4.82
2010,1436,-3.11,104.1,101,66.1,+.068,-3.11,98.8,105.1,-3.11
2016,1233,+5.71,110.5,103.4,71.9,-0.005,+5.71,103.7,105.5,+5.71
2012,1307,-4.16,110.8,91.4,65.5,+.003,-4.16,103.9,101.3,-4.16
2006,1457,+8.15,104.4,94.2,64,-0.027,+8.15,102.1,107.4,+8.15
2007,1437,+2.82,113.4,93.3,65.8,-0.036,+2.82,110.5,99.5,+2.82
2004,1416,-3.79,103.3,97.4,62.6,+.087,-3.79,101.4,107.2,-3.79
2014,1314,+1.31,112.6,94.2,69.2,+.000,+1.31,110.5,101.6,+1.31
2017,1235,-0.74,119.7,96.3,68.4,-0.019,-0.74,112.6,98.6,-0.74
2016,1292,+2.11,104.6,99.9,67.6,+.088,+2.11,105.5,106.1,+2.11
2014,1300,-1.94,108.6,100.7,62.3,+.040,-1.94,98.1,108.5,-1.94
2015,1124,-0.51,116.6,94.5,61.5,-0.035,-0.51,108.9,98.7,-0.51
2015,1461,-10.31,104.8,99.1,59.1,+.083,-10.31,103,104.1,-10.31
2012,1293,+3.63,108.5,93.2,65,+.031,+3.63,102.9,105.2,+3.63
2003,1301,-6.47,111.2,98.1,65,-0.023,-6.47,106.9,98.4,-6.47
2011,1272,-4.74,104.5,97.6,67.6,+.117,-4.74,104.8,102.7,-4.74
2007,1338,+0.72,118.1,95.2,62.2,+.033,+0.72,109.6,100.1,+0.72
2005,1257,-2.03,118.8,93,66.3,+.045,-2.03,106.1,99.7,-2.03
2008,1168,-3.01,112.3,103.9,71.6,-0.01,-3.01,101.5,105.5,-3.01
2009,1352,+0.44,102,100.6,66,+.055,+0.44,99.3,106.5,+0.44
2014,1400,-1.74,111.8,97.3,66.8,+.092,-1.74,110.9,101.3,-1.74
2007,1435,+16.23,115.7,99.4,66.6,+.008,+9.34,109.5,100.2,-2.74
2007,1116,+16.62,110.6,93.9,66.1,-.021,+10.10,110.3,100.2,+1.28
2005,1457,+2.26,101.5,96.5,63.1,+.065,+2.26,99.6,107.3,+2.26
2012,1172,+8.78,112,101.4,67.4,+.008,+8.78,101.5,104.5,+8.78
2014,1328,+0.50,117.9,100,69.6,-0.022,+0.50,110.2,101,+0.50
2004,1140,+6.41,113,97.4,65.9,+.020,+6.41,108.1,101,+6.41
2003,1436,-2.29,101.1,99.5,64.4,+.019,-2.29,99.3,104.4,-2.29
2016,1392,+4.38,107.3,99.1,67.2,+.049,+4.38,103.3,108.9,+4.38
2006,1133,-2.22,107.5,91,69.3,-0.019,-2.22,105.4,98.5,-2.22
2013,1242,+2.64,112.7,87.5,66.4,+.010,+2.64,106.8,99.8,+2.64
2005,1261,+0.64,113.9,100.1,66.7,+.070,+0.64,107,99.5,+0.64
2017,1355,+1.66,110.2,111.4,67.2,+.029,+1.66,104.9,105.5,+1.66
2004,1246,+3.47,113.5,90.1,66.1,+.031,+3.47,108.3,99.3,+3.47
2011,1254,-5.31,109.6,104.2,73.3,+.053,-5.31,99.7,105.8,-5.31
2016,1153,-1.21,111.2,94.1,64,-0.067,-1.21,107.3,102.1,-1.21
2012,1257,+0.11,106.2,85.5,66.1,+.031,+0.11,108.6,98.6,+0.11
2005,1163,-1.04,112.1,90.2,70.6,-0.031,-1.04,108.5,100,-1.04
2017,1314,+3.87,120.7,92.5,71.3,+.037,+3.87,112,99.5,+3.87
2002,1112,+17.56,119.3,98.8,71.1,+.079,+17.56,111.5,97.3,+17.56
2013,1299,-1.55,93.2,98.5,65.5,+.037,-1.55,97.2,104.2,-1.55
2016,1114,-0.2,109.2,96,63.4,+.056,-0.2,104.2,104.9,-0.2
2011,1153,-9.35,111.1,91.7,62.6,+.040,-9.35,106.8,100.6,-9.35
2007,1314,+3.10,121,89.6,72.4,-0.046,+3.10,111,100.1,+3.10
2007,1210,-3.11,116.9,97.3,67.2,-0.067,-3.11,109.5,99.9,-3.11
2015,1112,+0.09,119.9,87.5,65.8,-0.033,+0.09,108.3,100.9,+0.09
2011,1112,-0.36,117.4,97.8,65.3,+.064,-0.36,107.7,100,-0.36
2017,1278,-1.81,109.7,93.7,69.5,+.022,-1.81,108.9,100.8,-1.81
2012,1433,+1.90,106.9,93.5,65,+.024,+1.90,101.9,101.4,+1.90
2008,1172,+14.93,117,93.4,66.2,-0.036,+14.93,105.2,101.8,+14.93
2007,1317,-2.88,103,104,69.1,+.034,-2.88,102.2,108.6,-2.88
2007,1112,+10.23,119.5,100.1,68.3,-0.009,+10.23,110.4,98.2,+10.23
2004,1371,-1.14,112.3,95,65.4,-0.004,-1.14,107.2,99.4,-1.14
2017,1433,+0.91,110.1,96,68.8,+.026,+0.91,105.8,102.2,+0.91
2017,1413,-0.94,97.8,102.2,68.9,+.131,-0.94,100.8,106.1,-0.94
2007,1356,+7.30,109.8,88.8,61,+.017,+7.30,110.2,100,+7.30
2002,1208,+3.30,116.7,98.3,69.2,-0.021,+3.30,108.3,98.4,+3.30
2004,1186,+7.22,105.4,102.3,64.5,+.014,+7.22,103.3,103.5,+7.22
2016,1403,+0.62,113.2,99.4,66,+.028,+0.62,110.4,99.7,+0.62
2017,1173,+2.53,111.9,96.3,68.4,-0.021,+2.53,105.9,102.3,+2.53
2005,1338,-10.09,114.8,96.3,64,-0.057,-10.09,106.3,100.7,-10.09
2010,1285,-0.86,106.5,98.4,62,-0.042,-0.86,103.4,105.6,-0.86
2017,1458,-1.29,115.1,92.1,63.4,-0.003,-1.29,110.6,100.6,-1.29
2011,1421,+7.07,101.9,100,67.4,-0.011,+7.07,101.1,105.1,+7.07
2005,1458,+1.27,112,91.2,62.8,+.042,+1.27,108.5,98.3,+1.27
2003,1153,+3.74,105,90.3,66.4,-0.069,+3.74,106.6,99.3,+3.74
2006,1246,+3.02,114.4,97.3,64.1,-0.001,+3.02,108.2,98.2,+3.02
2009,1338,+0.79,121.2,92.3,65.2,-0.012,+0.79,108.1,98,+0.79
2005,1368,-1.78,97.1,93.9,60,+.007,-1.78,100.3,105.1,-1.78
2015,1257,-2.36,110.2,88.9,64.6,+.027,-2.36,109.5,99.8,-2.36
2007,1148,-5.1,104.1,106.3,63.3,+.060,-5.1,100.4,108.8,-5.1
2007,1451,+1.83,102.1,104.8,65.2,+.098,+1.83,104.8,108.3,+1.83
2013,1172,+6.42,112.1,100.7,63.9,-0.002,+6.42,100.3,105.4,+6.42
2008,1420,+2.68,113.2,109.3,63.7,+.057,+2.68,100.7,105,+2.68
2009,1278,-4.18,108.1,92.6,64.5,+.031,-4.18,107.4,98.9,-4.18
2014,1163,+0.91,113.6,91.5,63.2,+.080,+0.91,109.7,100.3,+0.91
2009,1397,+9.15,115.1,98.7,67.7,-0.032,+9.15,107.9,98.5,+9.15
2004,1104,+6.59,114.7,98.2,64.7,+.004,+6.59,109.1,97.9,+6.59
2008,1206,+2.28,110.7,101,61.6,-0.01,+2.28,102.6,103.2,+2.28
2006,1305,+3.89,110,94.8,65.8,+.024,+3.89,103.6,101.7,+3.89
2012,1231,-4.96,120.2,97.6,66.7,+.007,-4.96,107.4,99,-4.96
2016,1455,+6.45,111.3,88.7,66,-0.079,+6.45,104.8,101.2,+6.45
2017,1268,-1.1,113.1,98.7,67.2,+.061,-1.1,108.3,100.6,-1.1
2013,1314,-0.95,112.2,95.1,69.6,+.038,-0.95,106.6,98,-0.95
2003,1400,+2.16,119.3,95.8,69.4,-0.009,+2.16,107.1,96.8,+2.16
2002,1323,-1.55,116.1,96.8,68.6,-0.087,-1.55,105.6,98.3,-1.55
2009,1329,-0.28,116.4,98.1,69.3,-0.003,-0.28,108.8,98.4,-0.28
2006,1400,-0.02,117.5,91.7,63.9,+.039,-0.02,106.1,98.3,-0.02
2009,1169,+5.14,102.2,97,71.8,-0.045,+5.14,104,103.7,+5.14
2005,1452,-7.33,114.1,99.1,63.6,+.082,-7.33,108.6,99.5,-7.33
2007,1305,+1.53,117.2,101.2,66.3,+.030,+1.53,104.2,102.2,+1.53
2004,1436,-2.5,101,102.4,63.9,+.113,-2.5,97.4,105.5,-2.5
2011,1103,-0.43,103.7,99.6,65.9,+.043,-0.43,102.5,104.2,-0.43
2003,1161,-3.45,110.6,104.6,67.1,+.031,-3.45,104.7,100.3,-3.45
2009,1151,+12.40,104.3,108.4,69.5,+.041,+12.40,102.1,105.5,+12.40
2007,1184,+6.66,102.7,105.3,61.3,+.078,+6.66,101.8,107.9,+6.66
2006,1429,-2.41,113.4,102.6,60.9,+.026,-2.41,102.8,101.2,-2.41
2004,1462,+2.75,113.8,93.6,64.1,-0.022,+2.75,107.5,100.3,+2.75
2013,1355,+4.11,112,105.2,62.6,+.030,+4.11,102,105.3,+4.11
2008,1231,-2.3,114.6,96.1,66.2,+.037,-2.3,106.6,100.3,-2.3
2011,1350,+1.00,112.6,96.5,62.1,+.052,+1.00,104.8,101.7,+1.00
2010,1222,+0.68,112,103.2,71.1,-0.083,+0.68,105,101.2,+0.68
2013,1257,+2.15,117.7,84.8,65.8,-0.016,+2.15,107.4,97.2,+2.15
2012,1277,-1.07,114.7,86.9,64.3,-0.027,-1.07,108.6,98.4,-1.07
2016,1328,+2.70,117.9,94.1,69.8,+.082,+2.70,111.5,98.5,+2.70
2006,1458,+0.91,111.5,96.6,65.2,-0.024,+0.91,106.6,98.6,+0.91
2002,1104,-1.56,114,95.3,68,+.076,-1.56,107.4,98.8,-1.56
2016,1112,-3.66,116.8,95.8,68.3,-0.038,-3.66,107.9,101.3,-3.66
2010,1196,-1.96,113,97.8,63.9,-0.061,-1.96,106.6,98.8,-1.96
2004,1227,-2.97,107.5,97.1,64.6,+.037,-2.97,103.6,104.1,-2.97
2004,1173,-1.55,108.1,98.4,62.2,+.084,-1.55,105.6,102.3,-1.55
2016,1332,+1.04,119.1,96.4,68.1,+.041,+1.04,109,100,+1.04
2006,1234,-0.77,103.8,85.6,64.7,+.046,-0.77,107.7,99.9,-0.77
2015,1328,+1.05,112.5,89.7,66.7,-0.045,+1.05,110.2,99.2,+1.05
2010,1326,-2.92,117.5,92.5,64.6,+.007,-2.92,106.3,98.4,-2.92
2005,1431,-5.3,112.7,101.1,65.9,+.015,-5.3,102.2,102.9,-5.3
2002,1364,+3.37,108.2,99.3,63.4,-0.058,+3.37,103.3,102.9,+3.37
2012,1259,-0.69,103.9,100,63.6,+.114,-0.69,101.8,104.5,-0.69
2004,1356,+2.25,109.1,94.8,65.2,+.046,+2.25,105.1,102.5,+2.25
2007,1275,+6.44,105.7,97.4,58.1,-0.024,+6.44,106.2,102.1,+6.44
2015,1125,-1.68,110.2,107.9,66.9,+.065,-1.68,102.4,105.7,-1.68
2015,1437,+0.23,122.7,92,64.2,+.031,+0.23,108.2,100.6,+0.23
2016,1396,+3.70,107,98.1,65.9,+.095,+3.70,107.8,101.5,+3.70
2013,1307,+4.42,109.9,90.9,63.7,+.073,+4.42,106.4,98.4,+4.42
2008,1112,+8.75,116.4,97.3,63.5,-0.079,+8.75,110.3,97.6,+8.75
2017,1112,+1.69,118.4,95.1,66,+.046,+1.69,108.7,101.5,+1.69
2012,1276,-0.11,114.3,96.8,60.1,+.058,-0.11,109,98.3,-0.11
2009,1287,+3.49,102,101.3,65.3,+.015,+3.49,103.6,105.5,+3.49
2002,1337,+11.94,111.1,99.3,72.4,+.061,+11.94,105.9,101.9,+11.94
2014,1437,+2.61,116.3,92.6,66,+.075,+2.61,110.1,102.6,+2.61
2010,1396,+5.68,107.8,87.7,60.4,+.076,+5.68,106.4,100.3,+5.68
2002,1403,-0.13,114.6,97.4,69.8,+.061,-0.13,107.1,100.4,-0.13
2003,1345,+4.87,107,89.6,69.3,-0.012,+4.87,107.6,98,+4.87
2010,1242,+1.13,120.4,88.5,67.2,+.038,+1.13,108.2,98.7,+1.13
2008,1125,+0.51,109.7,106.2,68.6,+.075,+0.51,100.9,106.1,+0.51
2017,1124,+1.67,117.1,92.9,63.7,+.023,+1.67,111.7,98.6,+1.67
2002,1194,-4.52,99.6,102.1,70.2,+.060,-4.52,102.2,107.1,-4.52
2003,1390,+3.76,109.8,95.2,65.6,+.066,+3.76,106.2,98.9,+3.76
2010,1358,+4.67,110.2,102.7,69.3,+.052,+4.67,101.3,104.6,+4.67
2015,1372,+0.63,113.9,100.3,65.4,+.020,+0.63,102.2,107.7,+0.63
2015,1455,+3.44,115.8,93.6,62.3,+.022,+3.44,105.5,102.3,+3.44
2003,1454,+1.05,109,96,71.2,+.025,+1.05,104.9,102.8,+1.05
2006,1143,-0.77,110.5,96.8,61.9,+.021,-0.77,106.8,99.3,-0.77
2009,1190,-1.26,106.4,100.7,69.6,-0.048,-1.26,100.2,105,-1.26
2003,1409,+4.16,107.9,94.9,67.4,-0.061,+4.16,102.7,101.7,+4.16
2011,1396,+5.83,110.5,93.7,64.2,+.014,+5.83,105.5,101.5,+5.83
2014,1203,-0.08,110.8,97,65.3,+.056,-0.08,107.3,101.7,-0.08
2007,1335,+1.14,109.8,102.1,67.9,+.047,+1.14,102.5,105.3,+1.14
2011,1400,+0.60,115.5,89.6,65.5,-0.058,+0.60,107.5,99.9,+0.60
2002,1458,+8.49,110.7,97.5,63.3,+.049,+8.49,109.1,98.6,+8.49
2005,1305,+0.35,104,91.8,65.7,+.045,+0.35,104.5,103.4,+0.35
2010,1268,-4.35,118.3,95.9,68.7,-0.023,-4.35,106.7,97.8,-4.35
2017,1166,-1.24,115.3,96.5,71.2,+.004,-1.24,110.3,101.3,-1.24
2005,1234,+3.40,111.9,94.7,68.1,-0.034,+3.40,107.4,97.9,+3.40
2014,1273,+4.65,110.8,102.4,63.6,+.022,+4.65,103.6,108,+4.65
2015,1248,-0.45,112.9,115.1,64.6,+.097,-0.45,103,107,-0.45
2006,1181,+6.81,119.4,91.8,69.8,+.047,+6.81,108.1,97.6,+6.81
2006,1462,-3.38,110.9,98.2,65.3,-0.065,-3.38,103.6,101.6,-3.38
2002,1266,-2.87,113.4,91.9,64.6,+.006,-2.87,105.7,100.3,-2.87
2006,1449,-7.56,114.8,94.7,71.6,+.007,-7.56,105.5,100.3,-7.56
2006,1380,+13.07,96.2,99.6,64.8,+.081,+13.07,96.6,104.3,+13.07
2005,1150,-1.74,111.6,99.5,70.6,+.042,-1.74,104.9,101.2,-1.74
2007,1331,+4.23,107.1,98.7,66.5,-0.007,+4.23,104.9,105.8,+4.23
2003,1160,+0.22,109.1,93.8,69.9,+.001,+0.22,106.9,97.9,+0.22
2009,1165,-0.5,108.5,103.3,65.4,-0.005,-0.5,99,104.6,-0.5
2014,1301,-4.31,114,102.4,64.7,+.065,-4.31,108.4,100.7,-4.31
2005,1436,+5.11,111.3,97.8,64.7,+.032,+5.11,100.7,102.4,+5.11
2008,1401,-5.13,112.3,92.3,61.8,+.004,-5.13,107.4,99.1,-5.13
2004,1386,+8.86,118.9,91.2,66.1,+.060,+8.86,107.1,100.1,+8.86
2010,1330,+6.16,107.8,90.3,62.6,+.009,+6.16,105,101.9,+6.16
2011,1266,-5.91,115.5,97.3,66.2,-0.058,-5.91,109.4,98.4,-5.91
2016,1181,+3.52,121.9,100,67.7,-0.026,+3.52,112,100.7,+3.52
2008,1208,-4.1,104.3,96.2,64.7,-0.032,-4.1,108.5,101,-4.1
2013,1328,+2.47,111.1,97.3,65.2,+.004,+2.47,106.4,98.6,+2.47
2006,1320,+0.24,109,93.1,59.6,-0.025,+0.24,104.4,98.2,+0.24
2007,1228,-0.2,107.3,89.8,62,-0.017,-0.2,108.4,100.4,-0.2
2016,1425,-1.65,113.9,99.7,71,-0.028,-1.65,108.7,101.1,-1.65
2013,1153,-5.68,105.9,90.4,63,-0.012,-5.68,105.6,98.3,-5.68
2004,1130,-2.14,110.5,95.1,62.6,+.045,-2.14,106.2,99,-2.14
2010,1190,+8.97,100.9,98.4,66.8,-0.004,+8.97,102.1,103.3,+8.97
2002,1166,+0.93,111.3,99.5,66.9,+.029,+0.93,105,103.7,+0.93
2010,1139,+11.11,111,88.5,63,+.032,+11.11,106.7,99.9,+11.11
2014,1329,-1.15,115.9,95,67.2,-0.11,-1.15,109.9,100.8,-1.15
2009,1211,+10.61,117.5,93,67.1,+.003,+10.61,105.1,100.5,+10.61
2012,1125,+4.69,117.1,100.1,67.2,-0.017,+4.69,103.4,103.7,+4.69
2014,1433,+1.33,109.2,89.4,68.9,-0.058,+1.33,107.4,102,+1.33
2006,1266,-1.71,112.8,97.4,68.1,-0.012,-1.71,108.6,99.8,-1.71
2010,1400,-1.32,113.9,93.1,71.5,-0.014,-1.32,107.2,98.2,-1.32
2015,1345,-2.75,110.9,97,64.3,-0.006,-2.75,109,101.6,-2.75
2004,1427,-5.14,98,105.7,68.7,+.103,-5.14,99.1,106.8,-5.14
